Challenge;Predicate;ID;Popularity;Expr
jyS8Bmceejj9pLbTW;Inv1;jyS8Bmceejj9pLbTW;1;
jyS8Bmceejj9pLbTW;Inv1;JSrAcQgSMfcif9HKB;10;some Component.parts
jyS8Bmceejj9pLbTW;Inv1;guheshZRDhB5qXQk8;4;some parts
jyS8Bmceejj9pLbTW;Inv1;W6oHwdggaEKonZhTC;2;all c : Component | some parts
jyS8Bmceejj9pLbTW;Inv1;JAyAxW65vXCjfg8JJ;1;all c:Component | c not in c.*parts
jyS8Bmceejj9pLbTW;Inv1;yrEa4shyBtRWwsPE9;1;all c:Component | c not in c.^parts
jyS8Bmceejj9pLbTW;Inv1;pZdfAvpv8WwdLyn9W;6;iden in parts.~parts
jyS8Bmceejj9pLbTW;Inv1;3ZhQSnvEFGQFBZLqq;1;all p:Product | some p.parts
jyS8Bmceejj9pLbTW;Inv1;S76cYd52bJa8WFafr;3;all c:Component |lone c.parts
jyS8Bmceejj9pLbTW;Inv1;qfDmairwbg4TNPheu;1;iden in ~parts.parts
jyS8Bmceejj9pLbTW;Inv1;W3PoLW2BFRHjTKBNn;1;iden in ~parts.parts and Component in parts.Product
jyS8Bmceejj9pLbTW;Inv1;53QK43YpXqA56KRtp;1;iden in parts.~parts and Component in parts.Product
jyS8Bmceejj9pLbTW;Inv1;EpyPe8mqT5xsf3W5r;1;iden in parts.~parts and (Component + Resource) in parts.Product
jyS8Bmceejj9pLbTW;Inv1;dFtoJqhmphXQ8LcuA;1;let R = Component <: parts | iden in R.~R
jyS8Bmceejj9pLbTW;Inv1;XXtP59jThbfWjcjWZ;1;one parts
jyS8Bmceejj9pLbTW;Inv1;xwFL5wYtqm2BRxqgN;1;~parts.parts in iden
jyS8Bmceejj9pLbTW;Inv1;MP6AJayME2G4Gzk6M;2;iden & Product->Product in ~parts.parts
jyS8Bmceejj9pLbTW;Inv1;55YQ69zSobG7oHKB5;1;iden & Product->Product in parts.~parts
jyS8Bmceejj9pLbTW;Inv1;8nEC9KDKra7xZ3yQR;1;always some Component.parts
jyS8Bmceejj9pLbTW;Inv1;QSAZSYrdbZmFZRyyz;1;all c:Component | c.parts != 0
jyS8Bmceejj9pLbTW;Inv1;8hnCafsqHZwfREBcK;2;all c:Component | c.parts in univ
jyS8Bmceejj9pLbTW;Inv1;5jnQBrcwYTyJCJDgs;1;all c:Component | c.parts in (univ-c.parts)
jyS8Bmceejj9pLbTW;Inv1;WBF55HHJuEjhT4xXX;3;all c:Component | some p:Product | c.parts = p
jyS8Bmceejj9pLbTW;Inv2;Wqf3PMPiNJAZDFBFY;2;all c : Component | no (c<:parts).c
jyS8Bmceejj9pLbTW;Inv2;NegLr9xynWhzWgdeP;2;all c : Component | no c<:(parts.c)
jyS8Bmceejj9pLbTW;Inv2;jNhKLMEz5W7KiCyFk;1;all c : Component | no c->parts->c
jyS8Bmceejj9pLbTW;Inv2;og2bX9oq64Xu5XNrn;1;all c : Component | no c->c
jyS8Bmceejj9pLbTW;Inv2;zHxsHSNvgPcqnK6Ao;1;all c : Component | c->c in parts
jyS8Bmceejj9pLbTW;Inv2;udF3wnmBYYonNzx4v;1;all c : Component | c->c not in parts
jyS8Bmceejj9pLbTW;Inv2;L5jj3wKuncFNzbTRr;1;no Component.^parts
jyS8Bmceejj9pLbTW;Inv2;YtgifHvJec8HRYKdB;1;no (Component.^parts)<:Component
jyS8Bmceejj9pLbTW;Inv2;xDztjhzkNEy6RCnis;1;no (Component.*parts)
jyS8Bmceejj9pLbTW;Inv2;s7DF344fNmo9nvbfe;1;no (Component<:*parts)
jyS8Bmceejj9pLbTW;Inv2;n9nkEiwZSXNqXcsLG;1;all c : Component | no (c.*parts)
jyS8Bmceejj9pLbTW;Inv2;uZN9EDqg3nq2CcrFQ;2;all c : Component | no (c.^parts)
jyS8Bmceejj9pLbTW;Inv2;oiAAQXWfwDgqFfuoQ;10;all c:Component | no c.parts & c
jyS8Bmceejj9pLbTW;Inv2;weznZKimxAAeN26FC;23;all c : Component | c not in c.parts
jyS8Bmceejj9pLbTW;Inv2;5AiC2meFP47w7XtKL;1;all c:Component | (c.parts) in (c.parts - c)
jyS8Bmceejj9pLbTW;Inv2;rhvRsNzkfHYwpYJbQ;2;all c:Product | c not in c.parts
jyS8Bmceejj9pLbTW;Inv2;7Kke6FdwCC6iT7qky;1;all c,c1 : Component, p : Position | c->p + c1->p in position => c = c1
jyS8Bmceejj9pLbTW;Inv2;mNYZtKDiHF6acnQPQ;1;all c,c1 : Component, p : Position | (c not in c.parts) and (c1 not in c1.parts) and c->p + c1->p in position => c = c1
jyS8Bmceejj9pLbTW;Inv2;sdkc22bCHCr5Sdpfg;1;all c,c1 : Component, p : Position | (c not in c.parts) and (c1 not in c1.parts) and (c->p + c1->p in position => c = c1 )
jyS8Bmceejj9pLbTW;Inv2;WRKvCwukbS24y44yF;2;all c:Component | c not in c.parts:>Component
jyS8Bmceejj9pLbTW;Inv2;GXyC7KhnT6kGtwzJp;1;all c : Component | c not in c.*parts
jyS8Bmceejj9pLbTW;Inv2;x4CD5anXbiF5huE25;1;all disj c,c1:Component | no (c.parts & c1.parts)
jyS8Bmceejj9pLbTW;Inv2;qYCMM3cqpxwwjNYe2;1;all c : Component | c not in c.parts.parts
jyS8Bmceejj9pLbTW;Inv2;CMBHWfFuDp3t9pBbb;1;iden not in ^parts
jyS8Bmceejj9pLbTW;Inv2;diwzrCu33RT7tYJ4M;1;(^parts).~(^parts) in iden
jyS8Bmceejj9pLbTW;Inv2;rLh3pBTeXoqGTesgH;1;(^parts).~(^parts) not in iden
jyS8Bmceejj9pLbTW;Inv2;2vh3kZZYc5oLPSfi6;1;iden not in (^parts).~(^parts)
jyS8Bmceejj9pLbTW;Inv2;cuGG3KaZPxNy3725K;1;no iden & parts
jyS8Bmceejj9pLbTW;Inv2;r2BLPcaXvm4trtHWw;1;no iden & Component <: parts :> Component
jyS8Bmceejj9pLbTW;Inv2;acYmqxhWBKKqSxFQz;1;always(all c : Component | no (c & c.parts))
jyS8Bmceejj9pLbTW;Inv2;CKAcCpG6kDKQ5t4PJ;1;always(all c : Component, d:c.parts | no (c & d))
jyS8Bmceejj9pLbTW;Inv2;t5JS4Whwf9PC4jDWT;2;all c : Component, d:c.parts | no (c & d)
jyS8Bmceejj9pLbTW;Inv2;MJkt2DzcKYLbyAqF2;2;all c : Component | always no (c.parts & c)
jyS8Bmceejj9pLbTW;Inv2;gqK8Jukir4gxQMhF9;1;all c1,c2 : Component | always no (c1.parts & c2.parts)
jyS8Bmceejj9pLbTW;Inv2;CZsYGBfhuJt5zEBFR;1;all c1 : Component , y : c1.parts | always no (y & y.parts)
jyS8Bmceejj9pLbTW;Inv2;ehwCRCfSFQ7H5C63m;1;all c : Component | no c.parts.*parts
jyS8Bmceejj9pLbTW;Inv2;dBdt3kqu8fwBH7gq7;3;^parts not in iden
jyS8Bmceejj9pLbTW;Inv2;fBGXwvF8gzHyvaDni;1;*parts not in iden
jyS8Bmceejj9pLbTW;Inv2;JmwxfM7LNt24vtEHf;2;all c:Component | c.parts in (univ-c)
jyS8Bmceejj9pLbTW;Inv2;kZizankGcAy8aWAmB;1;all c:Component | c.parts in (univ-c-c.parts)
jyS8Bmceejj9pLbTW;Inv2;Nr63XTMQLch4zQTAn;2;all c:Component | c.parts in (univ-c) all c1,c2:Component | c2 in c1.parts => c2.parts in (univ - c1.parts)
jyS8Bmceejj9pLbTW;Inv2;ZeBQctb8kNhgvX4iK;1;all c1,c2:Component | c1 not in c1.parts
jyS8Bmceejj9pLbTW;Inv2;z9DMnzs5vbKzFLa5m;1;all c1,c2:Component | c1 in c2.parts => c2 in (univ -c1.parts)
jyS8Bmceejj9pLbTW;Inv2;F6XPFqB5fwJNysr7Z;2;all c1,c2:Component | c1 in c2.parts => c2 in (univ -c1.parts) all c1:Component | c1 not in c1.parts
jyS8Bmceejj9pLbTW;Inv2;s4oeqhhYxo95wzdim;1;no c : Component | c in c.parts
jyS8Bmceejj9pLbTW;Inv2;jyS8Bmceejj9pLbTW;1;
jyS8Bmceejj9pLbTW;Inv2;fFHAYwaeZef5MAedv;3;all c : Component | no c.(c<:parts)
jyS8Bmceejj9pLbTW;Inv2;h6hqZcBZrbjwxLR2M;1;all c : Component | c<:parts in iden
jyS8Bmceejj9pLbTW;Inv3;938qSMHdLq7tge3vP;1;all c: Component, r: Robot | one c.position & r.position
jyS8Bmceejj9pLbTW;Inv3;NwispHFPjFwXzqL3h;1;all c: Component, r: Robot | some c.position & r.position
jyS8Bmceejj9pLbTW;Inv3;3v2Jju2DATpi8ysYr;2;all c:Component | c.position = Robot.position
jyS8Bmceejj9pLbTW;Inv3;6wTbqmTTywQ8wBwSM;2;all c:Component, r:Robot | c.position = r.position
jyS8Bmceejj9pLbTW;Inv3;nmiHR6suL9Ha27gwS;1;(Robot <: position).(Component <: Position.position) = (Robot <: position.Position)
jyS8Bmceejj9pLbTW;Inv3;BS78i226roaArpT9M;1;some r:Robot | Component.position = r.position
jyS8Bmceejj9pLbTW;Inv3;yGAjCwo6WRZW8tDKN;1;all c:Component,p:Product |some r:Robot,pos1,pos2:Position| c->p in parts and p->pos1 in position and r->pos2 in position implies pos1=pos2
jyS8Bmceejj9pLbTW;Inv3;Q4DmcMETqGEuirLTM;1;(Robot <: position).(Component <: Position.position) = (Robot <: position).Position
jyS8Bmceejj9pLbTW;Inv3;A3rCMmGBbsasLTdm2;1;all c:Component,p:Product, r:Robot,pos1,pos2:Position| c->p in parts and p->pos1 in position and r->pos2 in position implies pos1=pos2
jyS8Bmceejj9pLbTW;Inv3;fiZQ9Zc7D2c6qRtze;1;all c:Component | some c.parts.position
jyS8Bmceejj9pLbTW;Inv3;LcaEDj4GKagyLXJEc;1;all c:Component | c.parts.position in Robot.position
jyS8Bmceejj9pLbTW;Inv3;RgqFxoAvf4EXmf4i6;1;all c:Component | c.^parts.position in Robot.position
jyS8Bmceejj9pLbTW;Inv3;xwvrQQApH4pTZ5RdB;1;all c:Component, r:Robot | c.position in r.position
jyS8Bmceejj9pLbTW;Inv3;Ni2j7y8jZePQ69De2;1;all c:Component | some Robot
jyS8Bmceejj9pLbTW;Inv3;5ZZ2YSkHrgo7S2Qer;1;all c:Component, p:Position | p in c.position
jyS8Bmceejj9pLbTW;Inv3;kG6tJJCywwK2QKbkM;1;all c:Component | Robot.position in c.position
jyS8Bmceejj9pLbTW;Inv3;nJBaqnQMWATP42mzP;1;all c:Component, p:Position | some r : Robot | p in c.position implies some Robot
jyS8Bmceejj9pLbTW;Inv3;Gd9oYvfX8JirfXmE4;1;all c:Component.position, r:Robot | some r.position & c
jyS8Bmceejj9pLbTW;Inv3;kyMYojKi6mxF7SMMM;1;Robot in position.(Component.position)
jyS8Bmceejj9pLbTW;Inv3;JavwCfjMWtpkLgrrD;1;Robot = position.(Component.position)
jyS8Bmceejj9pLbTW;Inv3;xMCmnBDQJjaAbmdrz;3;all c : Component | some c.position
jyS8Bmceejj9pLbTW;Inv3;CfL2bYBR4CymW945h;1;some Component.position
jyS8Bmceejj9pLbTW;Inv3;A5o76xd3vHTpG3mZr;1;some Component.position & Robot.position
jyS8Bmceejj9pLbTW;Inv3;jyS8Bmceejj9pLbTW;1;
jyS8Bmceejj9pLbTW;Inv4;oz2Dufom2t9MLQRBh;1;Robot.position in Component.position
jyS8Bmceejj9pLbTW;Inv4;JBpN4TeY5S5yYCskt;1;Robot.position = Component.position
jyS8Bmceejj9pLbTW;Inv4;3rfpY59xJk44TFjpk;4;all c:Component | c.position not in c.position.^next
jyS8Bmceejj9pLbTW;Inv4;nwutMh3PGNcpvkriH;1;all c : Component | all p : c.parts | p in c.position.prevs.parts
jyS8Bmceejj9pLbTW;Inv4;qigwXZtriNfcmSNkQ;1;all c : Component | all p : c.parts | some pos : c.position.prevs | p.position = pos
jyS8Bmceejj9pLbTW;Inv4;zziKDgMCHKrfAn6ci;1;all c:Component | all p:c.parts | p not in c.^parts
jyS8Bmceejj9pLbTW;Inv4;TnkSogb4zJiafshQz;1;all c:Component, p:c.parts | p in Component implies c.position in p.position.nexts
jyS8Bmceejj9pLbTW;Inv4;qWeYAcPooQyM39DQP;1;all c: Component | c.position.lt[(c.position).position]
jyS8Bmceejj9pLbTW;Inv4;E5saYuEgsKLJn9BLi;1;all c:Component | c.parts.position in c.position
jyS8Bmceejj9pLbTW;Inv4;WGWRLPc3amRToACaP;2;all c:Component | c.parts.position not in c.position.^next
jyS8Bmceejj9pLbTW;Inv4;64CJuefBsCnW6Xkua;1;all c:Component | c.parts.position in c.position.~next
jyS8Bmceejj9pLbTW;Inv4;4bxK7XAK78gDNBgNe;2;all c:Component | (c.parts.position) in prevs[c.position]
jyS8Bmceejj9pLbTW;Inv4;Boev6nS7e5pJx4GS5;2;all c : Component, p : c.parts | p not in nexts[c.position]
jyS8Bmceejj9pLbTW;Inv4;yAtB7wQdzFSiBQP3X;2;all p : Position | position.p.parts not in position.(p.^next).parts
jyS8Bmceejj9pLbTW;Inv4;JvNafw9yCSBpzJsMX;4;all c : Component, p : c.parts | p.position not in nexts[c.position]
jyS8Bmceejj9pLbTW;Inv4;NmTaN9TG4u6LKfDvx;1;all p : Position | position.p.^parts not in position.(p.^next).^parts
jyS8Bmceejj9pLbTW;Inv4;op5tBELooAkQgzru3;5;all p : Position | no position.p.parts & position.(p.^next).parts
jyS8Bmceejj9pLbTW;Inv4;pcWxThABuFz7uF72p;1;no Resource.parts
jyS8Bmceejj9pLbTW;Inv4;4pssD7nPBnCpwHWNK;1;all disj c1, c2 : Component | c1.parts in c2.parts implies c1.position in c2.position.*prev
jyS8Bmceejj9pLbTW;Inv4;Rb7HnutheSXWXWkjE;1;all p : Position | no (position.p <: Component) & (position.(p.^next) <: Component)
jyS8Bmceejj9pLbTW;Inv4;MtpYNtjGXiXzEQBDH;1;all p : Position | no (position.p <: Component).parts & (position.(p.^next) <: Component).parts
jyS8Bmceejj9pLbTW;Inv4;FDhCLJM5ibXSpcvgN;1;all p : Position | no (position.p <: Component).parts & (position.(p.^next) <: Component).*parts
jyS8Bmceejj9pLbTW;Inv4;AeScabynEpC2hT3cs;1;all p : Position | no (position.p <: Component).*parts & (position.(p.^next) <: Component).*parts
jyS8Bmceejj9pLbTW;Inv4;BWyKiaLAcPKZRAfY7;1;all c: Component| always c.parts.position in prevs[c.position]
jyS8Bmceejj9pLbTW;Inv4;yX4d557GAzy2gk2sA;1;all c : Component | no c.parts.position
jyS8Bmceejj9pLbTW;Inv4;TnWzs6sqbMLYW25SW;1;all c:Component | one (c.^parts).position
jyS8Bmceejj9pLbTW;Inv4;nrAd9dMwHJYFsHqdJ;1;all c:Component | lone (c.^parts).position
jyS8Bmceejj9pLbTW;Inv4;CH2X32h86xyS6bzwE;2;no prev[Component]
jyS8Bmceejj9pLbTW;Inv4;GvLfgav9wFpF77ebu;3;all c:Component | one (c.position) + (c.^parts).position
jyS8Bmceejj9pLbTW;Inv4;cc4MEtbzMPJd3cuie;5;all c:Component | c.parts in (c.position.~^next)
jyS8Bmceejj9pLbTW;Inv4;JFgJDKiw45KXwqm42;2;all c:Component | (c.position) = (c.^parts).position
jyS8Bmceejj9pLbTW;Inv4;xctf9WMsHufP3x5fy;1;all c:Component | no((c.^parts & Resource).position & c.position.^next)
jyS8Bmceejj9pLbTW;Inv4;gpeaoX2J3GtXEGyPv;1;all c:Component | one ((c.position))
jyS8Bmceejj9pLbTW;Inv4;nLs4SwXpsJDyiEBew;2;all c : Component | c.parts.position = c.position
jyS8Bmceejj9pLbTW;Inv4;bg46N5hCAzCubHzyy;1;all c : Component | Robot->(c.parts.position) in position
jyS8Bmceejj9pLbTW;Inv4;AfGAfaoYm5TWRFNbq;1;all c:Component | one ((c.position) + (c.parts).position)
jyS8Bmceejj9pLbTW;Inv4;dwRqvwqBZDxZ6kqkT;2;all c : Component | (c.parts & Component).position = c.position
jyS8Bmceejj9pLbTW;Inv4;dZicaWP2bjgQQJzja;1;all c : Component | ((c.parts & Component).position = c.position) or no (c.parts & Component)
jyS8Bmceejj9pLbTW;Inv4;cgF5MYxzMQXqPra4n;2;all c:Component | some p:Product | p in c.parts => gt[c.position,p.position]
jyS8Bmceejj9pLbTW;Inv4;NWhPyTDyBeqkqBEdK;3;all c:Component | some p:Product | p in c.parts => lt[c.position,p.position]
jyS8Bmceejj9pLbTW;Inv4;Ffp6uQYo7hvmnb4xR;3;all c:Component | all p:Product | p in c.parts => lt[c.position,p.position]
jyS8Bmceejj9pLbTW;Inv4;dLvDGRtNQWKZxwWkM;2;all c : Component | c.position not in c.parts.position.^next
jyS8Bmceejj9pLbTW;Inv4;wvNDZNS6Eq8F5xjYP;1;all c:Component | all p:Product | p in c.parts => c.position in nexts[p.position]
jyS8Bmceejj9pLbTW;Inv4;w47cmERFC8Z9F443H;1;all c:Component | all p:Product | p in c.parts => c.position in nexts[p.position] && p.position in prevs[c.position]
jyS8Bmceejj9pLbTW;Inv4;jyS8Bmceejj9pLbTW;1;
jyS8Bmceejj9pLbTW;Inv4;t4CmZ3WsZQwo8AT7r;1;all c: Component | no c.parts.^parts
jyS8Bmceejj9pLbTW;Inv4;jrcGKsebgaJfmJ5Fe;1;all c: Component | no c.parts.parts
jyS8Bmceejj9pLbTW;Inv4;jnRZz86Tco7qsPP7i;4;all c: Component | c.^parts.position in c.position.prevs
jyS8Bmceejj9pLbTW;Inv4;cPoXR4sz428SCE82v;1;Component.^parts.position in Component.position.prevs + Component.position
jyS8Bmceejj9pLbTW;Inv4;puLKmmcSYHd8qXznn;2;all c: Component | c.^parts.position in prevs[c.parts.position] + c.position
jyS8Bmceejj9pLbTW;Inv4;EHyxXM6d3cLxLipSE;1;all c: Component | c.^parts.position in (prevs[c.^parts.position] + c.position)
jyS8Bmceejj9pLbTW;Inv4;YfuLA9Eabb8yk4C3c;1;all c:Component | no ((c.position)- (c.parts).position)
jyS8Bmceejj9pLbTW;Inv4;Aw37dChLRiXJvktbZ;1;all c: Component | c.position.lte[c.^parts.position]
jyS8Bmceejj9pLbTW;Inv4;7uG7wnZyQrmXZqrpk;1;all c: Component | c.position.gte[c.^parts.position]
jyS8Bmceejj9pLbTW;Inv4;tobywsWJ5n75KqeyH;1;all disj c, c1 : Component | c.position.lt[c1.position]
jyS8Bmceejj9pLbTW;Inv4;gCyPJPFYSgRRuRMks;2;all c : Component, pos : c.position, p : c.parts | p.position = pos
jyS8Bmceejj9pLbTW;Inv4;X33ZqzuK5rk4EhhyH;1;Component.parts.position in prevs[Component.position]
jyS8Bmceejj9pLbTW;Inv4;bH78ToZzvjZES2FCw;1;Component.parts.position in prevs[Component.position + 1]
jyS8Bmceejj9pLbTW;Inv4;w2Mgf6kLqj996hY6p;2;Component.parts.position in prevs[Component.position.next]
jyS8Bmceejj9pLbTW;Inv4;FoSSNZbAEtCBjnKnZ;1;Component.parts.position in prev[Component.position.next]
jyS8Bmceejj9pLbTW;Inv4;nzDHZMhwjiDWTevva;1;all c: Component | (c.parts).position not in (c.position).^~next
jyS8Bmceejj9pLbTW;Inv4;XRLC6e8bWysRenJC7;1;all c : Component | all x: c.parts & Component | x.position in c.position.prevs
jyS8Bmceejj9pLbTW;Inv4;LAoxfGWn9mkPooxN5;1;all c: Component , p : c.parts | p not in nexts[p.position]
jyS8Bmceejj9pLbTW;Inv4;F6mPCaohJWW5zjjGf;1;all c: Component | (c.parts).position in (c.position).^~next
jyS8Bmceejj9pLbTW;Inv4;EC3zcrhrCwhiSzDS2;1;all c: Component | ((c.parts):>Component).position not in (c.position).^next
jyS8Bmceejj9pLbTW;Inv4;rq3dHn4G42LQk4h9m;1;all c:Component | c.parts.position in c.position.~^next
jyS8Bmceejj9pLbTW;Inv4;skyb8D22nN8Q9L8Bg;1;all c: Component | ((c.parts) & Component).position not in (c.position).^next
jyS8Bmceejj9pLbTW;Inv4;c4DjWbiXdgM2rwjwa;2;all c: Component | ((c.^parts) & Component).position not in (c.position).^next
jyS8Bmceejj9pLbTW;Inv4;xJj83T8obqsCs6mRf;1;all c:Component | c.parts in (c.^position.~^next)
jyS8Bmceejj9pLbTW;Inv4;Em9f77XBiCboJKNaT;1;all c:Component | no (c.parts & c.position.~^next)
jyS8Bmceejj9pLbTW;Inv4;AJTfHSAm4baXeeWTW;1;all c:Component | no (c.parts & c.parts.position.~^next)
jyS8Bmceejj9pLbTW;Inv4;aEwWP7CTwPS7BcSW7;1;all c:Component | no c.parts.position.~^next
jyS8Bmceejj9pLbTW;Inv4;4FawfKYue6j9QMR8n;1;all c:Component | c.position in c.position.~^next
jyS8Bmceejj9pLbTW;Inv4;PFJgZTTRRLNeEubq5;1;all c: Component | ((c.^parts) & Component).position not in (c.position).*next
jyS8Bmceejj9pLbTW;Inv4;HXXfLY88SuaGxwiCQ;1;all c: Component | ((c.^parts) & Component).position not in (c.position).^next or no c.^parts
PQAJE67kz8w5NWJuM;inv1;N3KRuAsoPmgFoH8Xw;1;all t:Trash, f:File | not f in t.link
PQAJE67kz8w5NWJuM;inv1;FSH2ZCyk45prxHYt9;1;Trash in File
PQAJE67kz8w5NWJuM;inv1;acq4hgjaZrHRZvuuh;3;no File
PQAJE67kz8w5NWJuM;inv1;zZorNYSYqthQjuMSN;1;all t : univ | t in Trash
PQAJE67kz8w5NWJuM;inv1;ayjBNa4A58M48SDGB;2;all t: File | t in Trash
PQAJE67kz8w5NWJuM;inv1;ncA2CZgbJ6Lhpi9nE;1;all t: File | t in Trash and t not in Protected
PQAJE67kz8w5NWJuM;inv1;HWYPyC9jCPYLuudrK;1;File not in Trash
PQAJE67kz8w5NWJuM;inv1;H8hw4swC3W8ef2vWh;1;some Trash
PQAJE67kz8w5NWJuM;inv1;PQAJE67kz8w5NWJuM;1;
PQAJE67kz8w5NWJuM;inv1;t9MynLmbDTR96H5BQ;1;none in Trash
PQAJE67kz8w5NWJuM;inv2;7FJuksd5gmCb4HcaT;2;no File-Protected
PQAJE67kz8w5NWJuM;inv2;Z3Y8nHaNy2xtEJP9B;2;all f:File-Protected | f in Trash
PQAJE67kz8w5NWJuM;inv2;Z4i4WQpHiDxYRWdaS;13;no File
PQAJE67kz8w5NWJuM;inv2;APQ7D4bm7HDjCoNYd;1;no Protected
PQAJE67kz8w5NWJuM;inv2;DQnb9CLk7mDvXMWbm;1;File=Protected+Trash no File & Protected
PQAJE67kz8w5NWJuM;inv2;WC9ZatHir34diw6Hi;1;all f : File | ((f not in Protected) and (f in Trash))
PQAJE67kz8w5NWJuM;inv2;P97cCak84yRAyPN5L;1;File = Trash + Protected no Protected
PQAJE67kz8w5NWJuM;inv2;W7GAkqaNd2M7veKbG;2;no Trash & File
PQAJE67kz8w5NWJuM;inv2;42gDGp2R9QN5CvWpF;1;all x: File | x in Protected
PQAJE67kz8w5NWJuM;inv2;7W7jMBLe3kNyvkX93;1;some Trash
PQAJE67kz8w5NWJuM;inv2;oKGNmzyutePDHzGzk;1;all f : File, t : Trash | f in t
PQAJE67kz8w5NWJuM;inv2;pFwuSs7ewv77mZhBY;1;one t : Trash | all f : File | f in t
PQAJE67kz8w5NWJuM;inv2;ro26ga5ThrKLoWqg6;1;all f: File | f not in Trash
PQAJE67kz8w5NWJuM;inv2;TWFiSPqCtEqYCvDXZ;1;all f:File | f=none
PQAJE67kz8w5NWJuM;inv2;PQAJE67kz8w5NWJuM;1;
PQAJE67kz8w5NWJuM;inv3;kFpJZzhy4mXtRNfLr;3;File in Trash
PQAJE67kz8w5NWJuM;inv3;pZ5dwHnzhnmYFdmdf;1;File - Trash in Trash
PQAJE67kz8w5NWJuM;inv3;PNrvekwC3AAA7jpY8;2;File = Trash some Trash
PQAJE67kz8w5NWJuM;inv3;vSBjR7Z2LpYYs8Pq3;3;File = Trash + Protected no Trash & Protected
PQAJE67kz8w5NWJuM;inv3;LzSciNReYhhMor2z5;2;File = Trash + Protected some Trash
PQAJE67kz8w5NWJuM;inv3;KerMJRb6gmZDXedEa;1;File = Trash & Protected some Trash
PQAJE67kz8w5NWJuM;inv3;tHzYTzNar3EcC6fef;1;File = Trash lone Trash
PQAJE67kz8w5NWJuM;inv3;d8sMkXoChYP7K7NmJ;1;File = Protected some Trash
PQAJE67kz8w5NWJuM;inv3;TEqaJ7geWiCR6xFBp;1;File = Protected one Trash
PQAJE67kz8w5NWJuM;inv3;tKvkxLHSR37t9hrde;1;all f : File | some Trash
PQAJE67kz8w5NWJuM;inv3;RD3aywKZeNZByxcNe;1;all f : File | one Trash
PQAJE67kz8w5NWJuM;inv3;pikqTkKSfXKDTfqQX;1;File = Trash + Protected no Protected
PQAJE67kz8w5NWJuM;inv3;mcuQ9nipNoCgJNJi8;3;some (File-Trash)
PQAJE67kz8w5NWJuM;inv3;Pmzyq6XPsn4oPdxMQ;1;one File - Trash
PQAJE67kz8w5NWJuM;inv3;bQB6MTbhcL7rDkewv;1;lone File - Trash
PQAJE67kz8w5NWJuM;inv3;mD6TwxpaPvsfhZLhX;4;some f : File | f = Trash
PQAJE67kz8w5NWJuM;inv3;9ZguorQjYreKdah7T;1;Trash = File - Trash
PQAJE67kz8w5NWJuM;inv3;YcuzgECrSaYrxsGvW;1;no File & Trash
PQAJE67kz8w5NWJuM;inv3;PQAJE67kz8w5NWJuM;1;
PQAJE67kz8w5NWJuM;inv3;zSEytzRFozrm49zH6;1;one Trash
PQAJE67kz8w5NWJuM;inv3;zzc9gXhvwwGngHz4K;1;some File
PQAJE67kz8w5NWJuM;inv4;fakgf36ycQFCQeuqP;25;Protected not in Trash
PQAJE67kz8w5NWJuM;inv4;yaiW957WgFTwCaEbK;1;Protected in File
PQAJE67kz8w5NWJuM;inv4;ev46n7ABTrenJPYNX;3;Protected in Trash
PQAJE67kz8w5NWJuM;inv4;LYjvoQYQCdFyvX4nw;7;not Protected in Trash
PQAJE67kz8w5NWJuM;inv4;NDaRuKLwwmZZdrmPv;2;File = Trash + Protected no Trash & Protected
PQAJE67kz8w5NWJuM;inv4;5WzP5tSgtG5TkJLbL;2;File = Trash no Protected
PQAJE67kz8w5NWJuM;inv4;Wzg3nTXbSLshdMhhF;1;Trash = File
PQAJE67kz8w5NWJuM;inv4;hQuG72RxDPP5FgEPj;1;no Trash
PQAJE67kz8w5NWJuM;inv4;yK3owchWj9iRLwMZn;3;all p : Protected | no Trash
PQAJE67kz8w5NWJuM;inv4;EKhsXXj58JQqyAAYG;1;Protected != Trash
PQAJE67kz8w5NWJuM;inv4;q7ns6TnGEvrCHrBJP;1;Protected = Trash
PQAJE67kz8w5NWJuM;inv4;53zu7SX9dJ4ZgBAzf;1;no Protected and no Trash
PQAJE67kz8w5NWJuM;inv4;cXBYQwKSd88QwBLPL;2;File = Protected no Trash
PQAJE67kz8w5NWJuM;inv4;o9fX9kpovvNAbFed4;1;File = Protected - Trash
PQAJE67kz8w5NWJuM;inv4;ayojB8LdXBG2w7Mdm;1;File = Trash - Protected
PQAJE67kz8w5NWJuM;inv4;r9Ww2g8zLdaae5hHg;4;all f : File | f = Protected - Trash
PQAJE67kz8w5NWJuM;inv4;dSFDrchvs77MBjTyv;1;all f : File | f = Protected <: Trash
PQAJE67kz8w5NWJuM;inv4;aLsnx3zh7JSZkZg8C;1;all f : File | f = Protected :> Trash
PQAJE67kz8w5NWJuM;inv4;kr7Q9qEuFvwcEZace;1;all f : File | f not in Trash
PQAJE67kz8w5NWJuM;inv4;JuAL6SHAFr8Lxv8dk;2;File = Protected + Trash
PQAJE67kz8w5NWJuM;inv4;dFfmfrZ9y2mizKKqB;1;no f: Protected | not f in Trash
PQAJE67kz8w5NWJuM;inv4;9479CrHkpuPXhChCQ;1;some f : File | f in Protected implies f not in Trash
PQAJE67kz8w5NWJuM;inv4;HRkpNZYBDwYL3yYGo;1;no f: File | f in Protected and f in File
